חשבון קרן,קרן,שם קרן,מספר נייר,שם נייר/סוג חשבון,מטבע,ערך נקוב,שער נייר,שער מטבע,"סה""כ ש""ח"
,5134293,חשבון פיקטיבי אגד עד %15,14514,MSFT,"דולרים של ארה""ב",16.5,0,3.7286,61.54
,5134293,חשבון פיקטיבי אגד עד %15,14985,AAPL,"דולרים של ארה""ב",52.79,17543,3.7286,34532.74
,5134293,חשבון פיקטיבי אגד עד %15,15248,PEP,"דולרים של ארה""ב",10.59,18358,3.7286,7252.85
,5134293,חשבון פיקטיבי אגד עד %15,33001,SPY,"דולרים של ארה""ב",71.01,42002,3.7286,111209.57
,5134293,חשבון פיקטיבי אגד עד %15,50559,BAC,"דולרים של ארה""ב",111.53,2831,3.7286,11773.34
,5134293,חשבון פיקטיבי אגד עד %15,55335,WFC,"דולרים של ארה""ב",29.74,4123,3.7286,4572.37
,5134293,חשבון פיקטיבי אגד עד %15,56002,BP,"דולרים של ארה""ב",29.74,3555,3.7286,3942.47
,5134293,חשבון פיקטיבי אגד עד %15,56002,BP,"דולרים של ארה""ב",11.79,0,3.7286,43.98
,5134293,חשבון פיקטיבי אגד עד %15,57729,LUMN,"דולרים של ארה""ב",371.78,197,3.7286,2730.89
,5134293,חשבון פיקטיבי אגד עד %15,58040,AUDC,"דולרים של ארה""ב",369.92,873,3.7286,12041.37
,5134293,חשבון פיקטיבי אגד עד %15,58628,VOD,"דולרים של ארה""ב",176.59,982,3.7286,6466.12
,5134293,חשבון פיקטיבי אגד עד %15,58719,CYRNQ,"דולרים של ארה""ב",83.65,2,3.7286,6.23
,5134293,חשבון פיקטיבי אגד עד %15,60392,ENEL IM,אירו,185.89,595.7,3.9924,4421.04
,5134293,חשבון פיקטיבי אגד עד %15,62448,BB,"דולרים של ארה""ב",836.51,523,3.7286,16312.59
,5134293,חשבון פיקטיבי אגד עד %15,103010,טיב טעם,"ש""ח",1945.23,631,0,12274.44
,5134293,חשבון פיקטיבי אגד עד %15,161018,וואן טכנולוגיות,"ש""ח",195.54,4485,0,8770.14
,5134293,חשבון פיקטיבי אגד עד %15,199018,פורסייט,"ש""ח",389.91,24.6,0,95.91
,5134293,חשבון פיקטיבי אגד עד %15,226019,מבנה,"ש""ח",2516.24,943,0,23728.17
,5134293,חשבון פיקטיבי אגד עד %15,230011,בזק,"ש""ח",4058.45,485,0,19683.51
,5134293,חשבון פיקטיבי אגד עד %15,235010,בית הזהב,"ש""ח",277.76,1173,0,3258.2
,5134293,חשבון פיקטיבי אגד עד %15,258012,תדיראן גרופ,"ש""ח",42.06,29820,0,12542.4
,5134293,חשבון פיקטיבי אגד עד %15,265017,אורביט,"ש""ח",581.66,1980,0,11516.87
,5134293,חשבון פיקטיבי אגד עד %15,273011,נייס,"ש""ח",44.27,70840,0,31363.75
,5134293,חשבון פיקטיבי אגד עד %15,281014,איי.סי.אל,"ש""ח",1077.33,2181,0,23496.69
,5134293,חשבון פיקטיבי אגד עד %15,288019,סקופ,"ש""ח",31.99,12980,0,4153.13
,5134293,חשבון פיקטיבי אגד עד %15,313015,אספן גרופ,"ש""ח",1233.32,738.2,0,9104.39
,5134293,חשבון פיקטיבי אגד עד %15,315010,פמס,"ש""ח",131.32,12030,0,15797.82
,5134293,חשבון פיקטיבי אגד עד %15,323014,מליסרון,"ש""ח",195.54,23330,0,45620.38
,5134293,חשבון פיקטיבי אגד עד %15,328013,פריורטק,"ש""ח",133.64,6833,0,9131.79
,5134293,חשבון פיקטיבי אגד עד %15,338012,מר,"ש""ח",56,602.4,0,337.35
,5134293,חשבון פיקטיבי אגד עד %15,354019,טלסיס,"ש""ח",44.27,24250,0,10736.46
,5134293,חשבון פיקטיבי אגד עד %15,366013,ארי נדלן,"ש""ח",3062.29,240.6,0,7367.87
,5134293,חשבון פיקטיבי אגד עד %15,371013,וילי פוד,"ש""ח",327.76,2403,0,7876.15
,5134293,חשבון פיקטיבי אגד עד %15,373019,אאורה,"ש""ח",1608.62,548.1,0,8816.87
,5134293,חשבון פיקטיבי אגד עד %15,382010,אמת,"ש""ח",583.16,989.9,0,5772.78
,5134293,חשבון פיקטיבי אגד עד %15,394015,רציו      יהש,"ש""ח",588.52,284,0,1671.4
,5134293,חשבון פיקטיבי אגד עד %15,422014,אסאר אקורד,"ש""ח",128.26,3383,0,4339.25
,5134293,חשבון פיקטיבי אגד עד %15,425017,צרפתי,"ש""ח",273.02,2782,0,7595.51
,5134293,חשבון פיקטיבי אגד עד %15,431015,אייאיאס,"ש""ח",29.51,27720,0,8181.84
,5134293,חשבון פיקטיבי אגד עד %15,434019,ישראל קנדה,"ש""ח",70.22,734,0,515.42
,5134293,חשבון פיקטיבי אגד עד %15,445015,מטריקס,"ש""ח",17.97,6923,0,1244.69
,5134293,חשבון פיקטיבי אגד עד %15,445015,מטריקס,"ש""ח",0,0,0,12.73
,5134293,חשבון פיקטיבי אגד עד %15,566018,מנורה מב החז,"ש""ח",33.2,7899,0,2622.9
,5134293,חשבון פיקטיבי אגד עד %15,578013,אפקון החזקות,"ש""ח",36.85,9259,0,3412.63
,5134293,חשבון פיקטיבי אגד עד %15,593038,בינלאומי,"ש""ח",368.95,14300,0,52759.94
,5134293,חשבון פיקטיבי אגד עד %15,593038,בינלאומי,"ש""ח",0,0,0,809.02
,5134293,חשבון פיקטיבי אגד עד %15,604611,לאומי,"ש""ח",3364.83,2787,0,93777.81
,5134293,חשבון פיקטיבי אגד עד %15,613034,ישרס,"ש""ח",14.75,65170,0,9617.8
,5134293,חשבון פיקטיבי אגד עד %15,625012,עלבד,"ש""ח",12.08,811.8,0,98.13
,5134293,חשבון פיקטיבי אגד עד %15,629014,טבע,"ש""ח",726.83,2835,0,20605.7
,5134293,חשבון פיקטיבי אגד עד %15,662577,פועלים,"ש""ח",2811.4,3136,0,88165.63
,5134293,חשבון פיקטיבי אגד עד %15,691212,דיסקונט       א,"ש""ח",3342.69,1878,0,62775.77
,5134293,חשבון פיקטיבי אגד עד %15,691212,דיסקונט       א,"ש""ח",0,0,0,1028.73
,5134293,חשבון פיקטיבי אגד עד %15,695437,מזרחי טפחות,"ש""ח",202.92,12640,0,25649.44
,5134293,חשבון פיקטיבי אגד עד %15,695437,מזרחי טפחות,"ש""ח",0,0,0,323.35
,5134293,חשבון פיקטיבי אגד עד %15,699017,נכסים ובנין,"ש""ח",0.06,16300,0,11.01
,5134293,חשבון פיקטיבי אגד עד %15,720011,אנלייט אנרגיה,"ש""ח",567.46,6652,0,37748.07
,5134293,חשבון פיקטיבי אגד עד %15,731018,ערד,"ש""ח",2.3,37100,0,856.44
,5134293,חשבון פיקטיבי אגד עד %15,739037,אלקטרה,"ש""ח",11.06,168590,0,18660.41
,5134293,חשבון פיקטיבי אגד עד %15,749077,אלרון,"ש""ח",162.13,474.5,0,769.32
,5134293,חשבון פיקטיבי אגד עד %15,759019,גב ים,"ש""ח",147.58,2581,0,3809.04
,5134293,חשבון פיקטיבי אגד עד %15,767012,הפניקס,"ש""ח",169.71,3907,0,6630.85
,5134293,חשבון פיקטיבי אגד עד %15,823013,חג'ג',"ש""ח",269.22,1212,0,3263.06
,5134293,חשבון פיקטיבי אגד עד %15,829010,דלק רכב,"ש""ח",416.91,2894,0,12065.49
,5134293,חשבון פיקטיבי אגד עד %15,1080456,רימוני,"ש""ח",65.26,6164,0,4022.71
,5134293,חשבון פיקטיבי אגד עד %15,1080928,אינטר תעשיות,"ש""ח",711.7,370,0,2633.31
,5134293,חשבון פיקטיבי אגד עד %15,1081009,רקח,"ש""ח",14.71,1774,0,261.11
,5134293,חשבון פיקטיבי אגד עד %15,1081439,לודן,"ש""ח",370.43,1449,0,5367.58
,5134293,חשבון פיקטיבי אגד עד %15,1081561,בית שמש,"ש""ח",173.2,9200,0,15934.95
,5134293,חשבון פיקטיבי אגד עד %15,1081603,פלסאון תעשיות,"ש""ח",70.1,16780,0,11762.88
,5134293,חשבון פיקטיבי אגד עד %15,1081686,סאמיט,"ש""ח",236.12,4622,0,10913.85
,5134293,חשבון פיקטיבי אגד עד %15,1082353,סאני תקשורת,"ש""ח",2058.46,140.2,0,2885.97
,5134293,חשבון פיקטיבי אגד עד %15,1082379,טאואר,"ש""ח",81.16,15200,0,12337.71
,5134293,חשבון פיקטיבי אגד עד %15,1082510,גילת,"ש""ח",291.47,2001,0,5832.33
,5134293,חשבון פיקטיבי אגד עד %15,1082635,אלומיי,"ש""ח",39.62,5815,0,2304.42
,5134293,חשבון פיקטיבי אגד עד %15,1083955,קווליטאו,"ש""ח",43.23,4988,0,2156.41
,5134293,חשבון פיקטיבי אגד עד %15,1084557,נובה,"ש""ח",47.96,41400,0,19856.92
,5134293,חשבון פיקטיבי אגד עד %15,1084698,חילן,"ש""ח",103.3,16710,0,17262.46
,5134293,חשבון פיקטיבי אגד עד %15,1087022,פוקס,"ש""ח",2.3,28480,0,655.97
,5134293,חשבון פיקטיבי אגד עד %15,1091065,מיטרוניקס,"ש""ח",52.23,4425,0,2311.26
,5134293,חשבון פיקטיבי אגד עד %15,1091065,מיטרוניקס,"ש""ח",0,0,0,20.97
,5134293,חשבון פיקטיבי אגד עד %15,1091651,ארד,"ש""ח",361.57,5036,0,18208.74
,5134293,חשבון פיקטיבי אגד עד %15,1093202,דור אלון,"ש""ח",50.83,7704,0,3916.21
,5134293,חשבון פיקטיבי אגד עד %15,1095264,קמטק,"ש""ח",102.84,11000,0,11313.86
,5134293,חשבון פיקטיבי אגד עד %15,1095819,פריון נטוורק,"ש""ח",147.58,11300,0,16676.56
,5134293,חשבון פיקטיבי אגד עד %15,1095892,גניגר,"ש""ח",405.96,657.8,0,2670.4
,5134293,חשבון פיקטיבי אגד עד %15,1096106,אטראו שוקי הון,"ש""ח",64.16,4852,0,3113.25
,5134293,חשבון פיקטיבי אגד עד %15,1097278,אמות,"ש""ח",796.93,1821,0,14512.15
,5134293,חשבון פיקטיבי אגד עד %15,1097278,אמות,"ש""ח",0,0,0,215.17
,5134293,חשבון פיקטיבי אגד עד %15,1097948,אפריקה מגורים,"ש""ח",50.17,15760,0,7907.94
,5134293,חשבון פיקטיבי אגד עד %15,1098920,ריט 1,"ש""ח",1003.54,1545,0,15504.78
,5134293,חשבון פיקטיבי אגד עד %15,1100007,פז נפט,"ש""ח",59.03,38300,0,22609.29
,5134293,חשבון פיקטיבי אגד עד %15,1100718,בריינסוויי,"ש""ח",322.38,290.1,0,935.25
,5134293,חשבון פיקטיבי אגד עד %15,1101534,סלקום,"ש""ח",1051.5,1472,0,15478.21
,5134293,חשבון פיקטיבי אגד עד %15,1101666,אברא,"ש""ח",2235.84,313.2,0,7002.65
,5134293,חשבון פיקטיבי אגד עד %15,1103878,רבל,"ש""ח",458.32,428.5,0,1963.91
,5134293,חשבון פיקטיבי אגד עד %15,1104488,מגה אור,"ש""ח",125.44,6767,0,8488.74
,5134293,חשבון פיקטיבי אגד עד %15,1104496,אורד,"ש""ח",3023.18,42,0,1269.73
,5134293,חשבון פיקטיבי אגד עד %15,1109966,ויתניה,"ש""ח",494.27,1990,0,9836.09
,5134293,חשבון פיקטיבי אגד עד %15,1110915,אדמה אגח ב,"ש""ח",68495.78,150.5,0,103086.14
,5134293,חשבון פיקטיבי אגד עד %15,1110915,אדמה אגח ב,"ש""ח",0,0,0,2344.54
,5134293,חשבון פיקטיבי אגד עד %15,1118447,קרדן נדלן,"ש""ח",1662.74,368,0,6118.89
,5134293,חשבון פיקטיבי אגד עד %15,1119080,לוינשטין נכסים,"ש""ח",66.41,7232,0,4802.85
,5134293,חשבון פיקטיבי אגד עד %15,1119478,עזריאלי קבוצה,"ש""ח",129.13,19870,0,25658.67
,5134293,חשבון פיקטיבי אגד עד %15,1121763,מיטב השק אגח ג,"ש""ח",42648.01,119.88,0,51126.43
,5134293,חשבון פיקטיבי אגד עד %15,1121763,מיטב השק אגח ג,"ש""ח",0,0,0,983.39
,5134293,חשבון פיקטיבי אגד עד %15,1122688,ג'י.אף.סי-ש,"ש""ח",2852.5,952.9,0,27181.56
,5134293,חשבון פיקטיבי אגד עד %15,1123355,אנרג'יקס,"ש""ח",298.95,1170,0,3497.82
,5134293,חשבון פיקטיבי אגד עד %15,1123777,ויקטורי,"ש""ח",238.49,3900,0,9301.48
,5134293,חשבון פיקטיבי אגד עד %15,1123850,קרסו מוטורס,"ש""ח",811.69,2024,0,16428.63
,5134293,חשבון פיקטיבי אגד עד %15,1125400,ממשל שקלית 0142,"ש""ח",107961.02,118.7,0,128149.73
,5134293,חשבון פיקטיבי אגד עד %15,1128081,ממשל צמודה 0923,"ש""ח",582989.53,114.09,0,665132.76
,5134293,חשבון פיקטיבי אגד עד %15,1129444,מנדלסוןתשת,"ש""ח",879.28,895.4,0,7873.15
,5134293,חשבון פיקטיבי אגד עד %15,1129733,שכון ובי אגח  6,"ש""ח",17646.66,110.58,0,19513.68
,5134293,חשבון פיקטיבי אגד עד %15,1129741,שכון ובי אגח  7,"ש""ח",11709.53,100.03,0,11713.04
,5134293,חשבון פיקטיבי אגד עד %15,1129899,ריט 1     אגח ד,"ש""ח",5418.35,113.01,0,6123.28
,5134293,חשבון פיקטיבי אגד עד %15,1130467,רבוע נדלן אגח ה,"ש""ח",0,0,0,1926.43
,5134293,חשבון פיקטיבי אגד עד %15,1130939,סאמיט     אגח ו,"ש""ח",26237.62,102.42,0,26872.57
,5134293,חשבון פיקטיבי אגד עד %15,1131523,מגדלי תיכון,"ש""ח",778.48,762.4,0,5935.17
,5134293,חשבון פיקטיבי אגד עד %15,1131556,סקייליין,"ש""ח",312.35,1800,0,5622.44
,5134293,חשבון פיקטיבי אגד עד %15,1132315,אשטרום קבוצה,"ש""ח",47.96,5520,0,2647.58
,5134293,חשבון פיקטיבי אגד עד %15,1132331,אשטרום קב אגח ב,"ש""ח",15967.58,98.15,0,15672.18
,5134293,חשבון פיקטיבי אגד עד %15,1132356,אינרום,"ש""ח",972.48,1299,0,12632.69
,5134293,חשבון פיקטיבי אגד עד %15,1132505,פז נפט    אגח ד,"ש""ח",8337.06,101.02,0,8422.1
,5134293,חשבון פיקטיבי אגד עד %15,1132505,פז נפט    אגח ד,"ש""ח",0,0,0,127.06
,5134293,חשבון פיקטיבי אגד עד %15,1132521,ביג       אגח ו,"ש""ח",212.8,101.29,0,215.55
,5134293,חשבון פיקטיבי אגד עד %15,1132927,סלע נדלן  אגח ב,"ש""ח",2133.3,111.85,0,2386.1
,5134293,חשבון פיקטיבי אגד עד %15,1133131,תעש אוירית אגחד,"ש""ח",829.28,100.28,0,831.6
,5134293,חשבון פיקטיבי אגד עד %15,1133131,תעש אוירית אגחד,"ש""ח",0,0,0,20.48
,5134293,חשבון פיקטיבי אגד עד %15,1133149,אמות      אגח ד,"ש""ח",44203.45,114.68,0,50692.52
,5134293,חשבון פיקטיבי אגד עד %15,1133487,ארפורט    אגח ה,"ש""ח",87986.49,110.14,0,96908.31
,5134293,חשבון פיקטיבי אגד עד %15,1133529,פניקס הון אגח ד,"ש""ח",11329.55,100.27,0,11360.14
,5134293,חשבון פיקטיבי אגד עד %15,1133800,ספנסר     אגח א,"ש""ח",5500.92,100.5,0,5528.42
,5134293,חשבון פיקטיבי אגד עד %15,1133800,ספנסר     אגח א,"ש""ח",0,0,0,173.95
,5134293,חשבון פיקטיבי אגד עד %15,1133875,שפיר הנדסה,"ש""ח",221.37,2517,0,5571.89
,5134293,חשבון פיקטיבי אגד עד %15,1133891,לייטסטון  אגח א,"ש""ח",36514.39,98.94,0,36127.34
,5134293,חשבון פיקטיבי אגד עד %15,1133891,לייטסטון  אגח א,"ש""ח",0,0,0,37688.5
,5134293,חשבון פיקטיבי אגד עד %15,1134402,אורמת טכנו,"ש""ח",98.31,31600,0,31069.38
,5134293,חשבון פיקטיבי אגד עד %15,1134402,אורמת טכנו,"דולרים של ארה""ב",8.84,0,3.7286,32.99
,5134293,חשבון פיקטיבי אגד עד %15,1134436,עזריאלי   אגח ב,"ש""ח",33777.47,108.87,0,36773.54
,5134293,חשבון פיקטיבי אגד עד %15,1135664,דה לסר    אגח ה,"ש""ח",8124.03,96.99,0,7879.5
,5134293,חשבון פיקטיבי אגד עד %15,1135888,שכון ובי אגח  8,"ש""ח",163132.1,105.05,0,171370.26
,5134293,חשבון פיקטיבי אגד עד %15,1135912,ממשל צמודה 1025,"ש""ח",151145.43,110.12,0,166441.35
,5134293,חשבון פיקטיבי אגד עד %15,1136068,כלל מימון אגח י,"ש""ח",9961.74,99.76,0,9937.83
,5134293,חשבון פיקטיבי אגד עד %15,1136316,הראל הנפ אגח יא,"ש""ח",6618.58,100.19,0,6631.15
,5134293,חשבון פיקטיבי אגד עד %15,1136753,ריט 1     אגח ה,"ש""ח",17607.1,117.29,0,20651.37
,5134293,חשבון פיקטיבי אגד עד %15,1136761,דור אלון  אגח ה,"ש""ח",5130.91,101.66,0,5216.08
,5134293,חשבון פיקטיבי אגד עד %15,1137314,דלשה קפיטל אגחב,"ש""ח",69009.74,96.47,0,66573.7
,5134293,חשבון פיקטיבי אגד עד %15,1137512,פתאל אירו אגח א,"ש""ח",5193.86,97.87,0,5083.23
,5134293,חשבון פיקטיבי אגד עד %15,1138114,אמות      אגח ה,"ש""ח",27103.16,98.58,0,26718.3
,5134293,חשבון פיקטיבי אגד עד %15,1138171,הראל הנפ אגח יג,"ש""ח",16744.84,95.98,0,16071.7
,5134293,חשבון פיקטיבי אגד עד %15,1138536,אלבר     אגח טו,"ש""ח",2227.25,99.12,0,2207.65
,5134293,חשבון פיקטיבי אגד עד %15,1138650,עזריאלי   אגח ד,"ש""ח",25744.02,107.95,0,27790.67
,5134293,חשבון פיקטיבי אגד עד %15,1138924,ביג       אגח ח,"ש""ח",38225.32,109.12,0,41711.47
,5134293,חשבון פיקטיבי אגד עד %15,1138973,סלע נדלן  אגח ג,"ש""ח",3944.6,107.52,0,4241.23
,5134293,חשבון פיקטיבי אגד עד %15,1139252,סלקום    אגח יא,"ש""ח",31355.79,97.92,0,30703.6
,5134293,חשבון פיקטיבי אגד עד %15,1139286,מגדל הון  אגח ה,"ש""ח",17991.79,100.3,0,18045.77
,5134293,חשבון פיקטיבי אגד עד %15,1139575,נמקו      אגח א,"ש""ח",59580.24,98.71,0,58811.65
,5134293,חשבון פיקטיבי אגד עד %15,1139583,אלון רבוע אגח ד,"ש""ח",24268.46,101.71,0,24683.45
,5134293,חשבון פיקטיבי אגד עד %15,1139591,קרסו מוט' אגח ב,"ש""ח",3992.12,97.86,0,3906.69
,5134293,חשבון פיקטיבי אגד עד %15,1139591,קרסו מוט' אגח ב,"ש""ח",0,0,0,1020.49
,5134293,חשבון פיקטיבי אגד עד %15,1139617,אוברסיז,"ש""ח",2687.93,459.6,0,12353.75
,5134293,חשבון פיקטיבי אגד עד %15,1139617,אוברסיז,"ש""ח",0,0,0,107.88
,5134293,חשבון פיקטיבי אגד עד %15,1139716,לוינשט נכ אגח ב,"ש""ח",33777.47,110.88,0,37452.46
,5134293,חשבון פיקטיבי אגד עד %15,1139781,אול-יר    אגח ב,"ש""ח",80200.62,5.71,0,4579.45
,5134293,חשבון פיקטיבי אגד עד %15,1139823,אלבר     אגח טז,"ש""ח",808.18,111.7,0,902.74
,5134293,חשבון פיקטיבי אגד עד %15,1139849,גירון     אגח ו,"ש""ח",19149,111.11,0,21276.45
,5134293,חשבון פיקטיבי אגד עד %15,1139898,ספנסר     אגח ב,"ש""ח",224010.03,93.95,0,210457.42
,5134293,חשבון פיקטיבי אגד עד %15,1139922,חלל תקש  אגח טז,"ש""ח",202953.9,78.2,0,158709.94
,5134293,חשבון פיקטיבי אגד עד %15,1140102,אשטרום קב אגח ג,"ש""ח",24641.82,97.01,0,23905.03
,5134293,חשבון פיקטיבי אגד עד %15,1140136,אול-יר    אגח ג,"ש""ח",89463.25,61.145,0,54702.3
,5134293,חשבון פיקטיבי אגד עד %15,1140151,נובולוג,"ש""ח",4284.2,172.7,0,7398.81
,5134293,חשבון פיקטיבי אגד עד %15,1140177,קופרליין  אגח ב,"ש""ח",246432.77,96.52,0,237856.91
,5134293,חשבון פיקטיבי אגד עד %15,1140193,ממשל שקלית 0347,"ש""ח",64776.61,93.01,0,60248.72
,5134293,חשבון פיקטיבי אגד עד %15,1140292,רפאל   אגח ה-רמ,"ש""ח",4823.42,105.19,0,5073.75
,5134293,חשבון פיקטיבי אגד עד %15,1140573,מניבים ריט,"ש""ח",2863.05,155.1,0,4440.6
,5134293,חשבון פיקטיבי אגד עד %15,1140607,רבוע נדלן אגח ו,"ש""ח",90634.81,110.23,0,99906.75
,5134293,חשבון פיקטיבי אגד עד %15,1140607,רבוע נדלן אגח ו,"ש""ח",0,0,0,1089.22
,5134293,חשבון פיקטיבי אגד עד %15,1140615,רבוע נדלן אגח ז,"ש""ח",37980.39,109.97,0,41767.05
,5134293,חשבון פיקטיבי אגד עד %15,1140615,רבוע נדלן אגח ז,"ש""ח",0,0,0,339.66
,5134293,חשבון פיקטיבי אגד עד %15,1140847,ממשל צמודה 0527,"ש""ח",215922.05,109.98,0,237471.07
,5134293,חשבון פיקטיבי אגד עד %15,1140847,ממשל צמודה 0527,"ש""ח",0,0,0,1804.99
,5134293,חשבון פיקטיבי אגד עד %15,1141274,אול-יר    אגח ד,"ש""ח",105342.09,5.83,0,6141.44
,5134293,חשבון פיקטיבי אגד עד %15,1141332,תמר פטרו  אגח א,"ש""ח",20680.94,94.68,0,19580.71
,5134293,חשבון פיקטיבי אגד עד %15,1141415,פרטנר     אגח ו,"ש""ח",8519.03,98.75,0,8412.55
,5134293,חשבון פיקטיבי אגד עד %15,1141464,מור השקעות,"ש""ח",684.91,986,0,6753.29
,5134293,חשבון פיקטיבי אגד עד %15,1141696,מגה אור   אגח ז,"ש""ח",2536.48,107.79,0,2734.07
,5134293,חשבון פיקטיבי אגד עד %15,1141795,ממשל משתנה 0526,"ש""ח",540064.23,99.22,0,535851.73
,5134293,חשבון פיקטיבי אגד עד %15,1141795,ממשל משתנה 0526,"ש""ח",0,0,0,6193.72
,5134293,חשבון פיקטיבי אגד עד %15,1141829,קרסו מוט' אגח ג,"ש""ח",24815.18,93.1,0,23102.93
,5134293,חשבון פיקטיבי אגד עד %15,1141852,פתאל אירו אגח ג,"ש""ח",31960.82,90.83,0,29030.01
,5134293,חשבון פיקטיבי אגד עד %15,1141951,שפיר הנדס אגח ב,"ש""ח",11599.81,92.45,0,10724.02
,5134293,חשבון פיקטיבי אגד עד %15,1141969,נאוויטס פטר יהש,"ש""ח",87.98,1920,0,1689.26
,5134293,חשבון פיקטיבי אגד עד %15,1142231,אפי נכסים אגח ח,"ש""ח",22226.28,107.22,0,23831.02
,5134293,חשבון פיקטיבי אגד עד %15,1142454,אלמור חשמל,"ש""ח",474.56,937.1,0,4447.15
,5134293,חשבון פיקטיבי אגד עד %15,1142587,הולמס פלייס,"ש""ח",2656.44,462,0,12272.77
,5134293,חשבון פיקטיבי אגד עד %15,1142603,הרץ פרופר אגח א,"ש""ח",48403.84,74.89,0,36249.64
,5134293,חשבון פיקטיבי אגד עד %15,1142785,מגדל הון  אגח ו,"ש""ח",28156.15,94.54,0,26618.83
,5134293,חשבון פיקטיבי אגד עד %15,1143080,סלקום    אגח יב,"ש""ח",16269.48,92.96,0,15124.11
,5134293,חשבון פיקטיבי אגד עד %15,1143122,הראל הנפ אגח יד,"ש""ח",14597.36,87.63,0,12791.66
,5134293,חשבון פיקטיבי אגד עד %15,1143130,הראל הנפ אגח טו,"ש""ח",32322.34,85.66,0,27687.31
,5134293,חשבון פיקטיבי אגד עד %15,1143304,אול-יר    אגח ה,"ש""ח",807.1,5.83,0,47.05
,5134293,חשבון פיקטיבי אגד עד %15,1143379,אוריין    אגח ב,"ש""ח",34489.55,96.14,0,33158.25
,5134293,חשבון פיקטיבי אגד עד %15,1143395,סאמיט     אגח י,"ש""ח",7026.35,92.86,0,6524.67
,5134293,חשבון פיקטיבי אגד עד %15,1143429,פתאל החזקות,"ש""ח",29.51,33550,0,9902.63
,5134293,חשבון פיקטיבי אגד עד %15,1143593,תמר פטרו  אגח ב,"ש""ח",245259.35,96.35,0,236307.37
,5134293,חשבון פיקטיבי אגד עד %15,1143619,רני צים,"ש""ח",1481.25,226.1,0,3349.11
,5134293,חשבון פיקטיבי אגד עד %15,1143700,תכ.תא35,"ש""ח",2667.51,1755,0,46814.85
,5134293,חשבון פיקטיבי אגד עד %15,1143783,תכ.תא90,"ש""ח",5593.29,1663,0,93016.44
,5134293,חשבון פיקטיבי אגד עד %15,1144385,תכSP500.,"ש""ח",471.48,18220,0,85903.73
,5134293,חשבון פיקטיבי אגד עד %15,1144575,תכ.תאצמיחה,"ש""ח",402.89,1110,0,4472.11
,5134293,חשבון פיקטיבי אגד עד %15,1144823,תכ.תלבונדצבנק,"ש""ח",2725.74,3282.24,0,89465.35
,5134293,חשבון פיקטיבי אגד עד %15,1145564,נמלי ישראל אגחא,"ש""ח",7093.26,109.2,0,7745.85
,5134293,חשבון פיקטיבי אגד עד %15,1145572,נמלי ישראל אגחב,"ש""ח",35453.65,107.1,0,37970.86
,5134293,חשבון פיקטיבי אגד עד %15,1145598,סילברסטין אגח א,"ש""ח",8065.42,97.41,0,7856.53
,5134293,חשבון פיקטיבי אגד עד %15,1146281,קסם.תלבונדצ בנק,"ש""ח",2725.74,3266.95,0,89048.58
,5134293,חשבון פיקטיבי אגד עד %15,1146331,קסם.תא 90,"ש""ח",184.47,16150,0,29792.76
,5134293,חשבון פיקטיבי אגד עד %15,1146471,קסםSP500.,"ש""ח",543.38,17050,0,92646.94
,5134293,חשבון פיקטיבי אגד עד %15,1146885,קסם.תא נפט וגז,"ש""ח",472.32,13490,0,63716.5
,5134293,חשבון פיקטיבי אגד עד %15,1147602,מגה אור   אגח ח,"ש""ח",178452.3,107.35,0,191568.54
,5134293,חשבון פיקטיבי אגד עד %15,1147750,רותם אנרגיה יהש,"ש""ח",343.37,227,0,779.45
,5134293,חשבון פיקטיבי אגד עד %15,1148790,פסג.תא 35,"ש""ח",7866.02,1754,0,137970.13
,5134293,חשבון פיקטיבי אגד עד %15,1149020,הרלSP500.,"ש""ח",5498.62,1798,0,98865.22
,5134293,חשבון פיקטיבי אגד עד %15,1150259,MTF.תא90,"ש""ח",2457.21,2526,0,62069.15
,5134293,חשבון פיקטיבי אגד עד %15,1150333,SP500.MTF,"ש""ח",1148.76,6606,0,75887.28
,5134293,חשבון פיקטיבי אגד עד %15,1150879,ממשל שקלית 0928,"ש""ח",431844.1,93.3,0,402910.54
,5134293,חשבון פיקטיבי אגד עד %15,1154699,פסג.תלבונדצ בנק,"ש""ח",2725.74,3283.47,0,89498.87
,5134293,חשבון פיקטיבי אגד עד %15,1155357,אלדן תחבו אגח ה,"ש""ח",26395.34,110.96,0,29288.26
,5134293,חשבון פיקטיבי אגד עד %15,1155522,פניקס הון אגח ט,"ש""ח",11638.97,96.6,0,11243.24
,5134293,חשבון פיקטיבי אגד עד %15,1155530,פניקס הון אגח י,"ש""ח",14382.04,101.48,0,14594.89
,5134293,חשבון פיקטיבי אגד עד %15,1155951,שמוס      אגח א,"ש""ח",207010.13,85.06,0,176082.8
,5134293,חשבון פיקטיבי אגד עד %15,1156397,פרטנר     אגח ז,"ש""ח",15780.47,99.95,0,15772.58
,5134293,חשבון פיקטיבי אגד עד %15,1156496,ארפורט נעמ ח-ל,"ש""ח",1468.46,100,0,1468.46
,5134293,חשבון פיקטיבי אגד עד %15,1156611,עזריאלי   אגח ו,"ש""ח",121797.54,108.38,0,132004.17
,5134293,חשבון פיקטיבי אגד עד %15,1157189,סלע נדלן נעמ1_ל,"ש""ח",1468.46,100.04,0,1469.05
,5134293,חשבון פיקטיבי אגד עד %15,1157403,ישראכרט,"ש""ח",575.56,1551,0,8926.98
